Date,Price,Open,High,Low,Vol.,Change %
02-01-2017,542.25,527.5,544.5,522.9,4.79M,3.57%
03-01-2017,449.45,455.9,455.9,448,8.37M,-1.60%
06-01-2017,476.65,476.95,479.7,473.55,3.00M,0.11%
08-01-2017,446.9,446.55,452.35,445.7,4.01M,0.52%
09-01-2017,390.85,379.35,392.85,378.65,7.38M,3.80%
11-01-2017,437.75,430.95,439.95,428.45,7.31M,2.18%
12-01-2017,398.9,407.9,410.25,396.5,7.96M,-1.30%
13-01-2017,514.85,523.25,523.25,507.5,6.37M,-0.66%
16-01-2017,526.4,518.65,529.45,517,6.08M,2.24%
17-01-2017,523.7,528.1,530.8,521,4.30M,-0.51%
18-01-2017,522.45,523.05,529.6,521.2,5.87M,-0.24%
19-01-2017,531.45,523,535.6,522.7,5.81M,1.72%
20-01-2017,523.2,527.4,529.3,521.25,5.01M,-1.55%
23-01-2017,532.7,523.2,534.95,523,4.21M,1.82%
24-01-2017,541.55,533,543,532.35,5.18M,1.66%
25-01-2017,548.9,543.25,551.9,541.55,4.50M,1.36%
27-01-2017,541.95,549,552,539.75,4.49M,-1.27%
30-01-2017,532.3,542,543.5,530.8,4.16M,-1.78%
31-01-2017,523.55,530.2,531.5,518,6.04M,-1.64%
01-02-2017,487.05,472,488.7,469.05,4.02M,3.19%
02-02-2017,531.5,537.6,537.6,526.8,6.58M,-1.98%
03-02-2017,461.7,457.85,467.9,453.2,13.67M,2.73%
05-02-2017,451.25,456.6,457.2,448.55,6.07M,-1.67%
06-02-2017,478.75,480,485.95,477.7,4.32M,0.44%
08-02-2017,440.35,449.5,449.95,438.15,4.05M,-1.47%
11-02-2017,434.9,435.7,440.4,429.9,8.26M,-0.65%
13-02-2017,505.3,512.7,512.7,503.3,4.70M,-0.83%
14-02-2017,482.05,503,506.7,466.55,14.90M,-4.60%
15-02-2017,436.45,449.05,453,434.35,38.64M,-9.46%
16-02-2017,446,442.55,447.6,435.4,11.62M,2.19%
17-02-2017,452.95,447.9,456.6,442.4,10.06M,1.56%
20-02-2017,455.45,451.5,458.45,449,5.87M,0.55%
21-02-2017,458.65,456.9,462.8,454.5,6.88M,0.70%
22-02-2017,460.05,460.25,466.7,455.8,7.32M,0.31%
23-02-2017,462.35,464,464.7,457.25,9.49M,0.50%
27-02-2017,457.8,464,464,455.1,5.51M,-0.98%
28-02-2017,456.75,460,460,454.1,5.72M,-0.23%
01-03-2017,481.1,491,492.7,479.9,5.81M,-1.22%
02-03-2017,522.6,531.9,531.9,519.5,5.30M,-1.67%
03-03-2017,459.95,463.3,466.85,458.6,7.09M,-0.38%
04-03-2017,470.4,468.25,472.3,467.6,2.95M,0.98%
05-03-2017,446.6,451.35,456,444.65,5.16M,-1.03%
07-03-2017,430.25,431.5,434.7,426.25,6.23M,-0.53%
08-03-2017,431.45,441,441.5,429.6,6.20M,-2.02%
10-03-2017,416,428,428,415,9.70M,3.61%
11-03-2017,447.7,434,449.35,432.65,8.12M,2.94%
14-03-2017,469.75,481,483,468.45,6.35M,0.14%
15-03-2017,473.45,475,476.55,470.65,4.80M,0.79%
16-03-2017,480.95,478.7,482,476.15,6.27M,1.58%
17-03-2017,476.5,481.35,484.2,471.7,6.34M,-0.93%
20-03-2017,476,476.55,478.2,470.75,2.87M,-0.10%
21-03-2017,473.75,478,478.05,470.65,4.69M,-0.47%
22-03-2017,459.9,469.95,469.95,458.5,4.70M,-2.92%
23-03-2017,472.9,461.3,477,461.3,8.67M,2.83%
24-03-2017,470.4,470.75,474.8,467.55,4.30M,-0.53%
27-03-2017,464.75,469,469.15,462.1,4.42M,-1.20%
28-03-2017,472.4,467.5,473,467.5,2.98M,1.65%
29-03-2017,469.05,474.9,475,463.6,6.68M,-0.71%
30-03-2017,468.4,463.5,469.8,462.85,9.48M,-0.14%
31-03-2017,465.85,466.5,472.5,464.5,6.40M,-0.54%
01-04-2017,486.65,484.65,493.7,484.1,4.77M,1.15%
05-04-2017,436.5,446.65,448.1,435.15,6.20M,-2.26%
07-04-2017,426.9,434.2,436.4,426,5.02M,-0.78%
08-04-2017,435.6,435.1,438.75,433.45,4.17M,0.96%
09-04-2017,383.4,393,396.05,380.5,8.43M,-1.91%
10-04-2017,423.55,417.55,426,412.7,7.66M,1.81%
12-04-2017,403.65,405.8,411.25,401.7,10.04M,1.19%
13-04-2017,453.35,461.85,463.35,451.2,5.93M,-2.41%
17-04-2017,449.2,452,455.7,447.3,4.91M,-0.92%
18-04-2017,443.7,452,455.75,442.5,4.24M,-1.22%
19-04-2017,443.05,443,449.5,438.3,6.32M,-0.15%
20-04-2017,443.95,447.85,447.85,442.1,3.29M,0.20%
21-04-2017,440.6,446.75,448.45,437.6,5.33M,-0.75%
24-04-2017,443.85,439.8,449,438.75,6.21M,0.74%
25-04-2017,445.65,445.85,447.75,443.3,5.89M,0.41%
26-04-2017,450.8,446,454.4,445.5,8.44M,1.16%
27-04-2017,455.35,455,460.9,452.7,10.59M,1.01%
28-04-2017,458.9,457.1,462,454.4,5.13M,0.78%
01-05-2017,502.15,496,503.4,495.55,7.96M,3.19%
04-05-2017,473.5,470.4,475,467.25,5.29M,0.66%
05-05-2017,419.6,436.5,436.5,418,9.49M,-3.87%
06-05-2017,478.15,478.3,481.9,475.2,2.46M,-0.13%
07-05-2017,431.75,428.9,433.95,427.4,5.05M,1.14%
09-05-2017,388.15,385.7,389.5,383.4,4.48M,1.24%
10-05-2017,423.3,423,425.8,420.1,4.61M,-0.06%
12-05-2017,402.25,404.55,405.5,396.55,7.14M,-0.35%
15-05-2017,431.9,434,434,430.1,1.89M,0.24%
16-05-2017,437.25,432.25,439.5,432.25,3.45M,1.24%
17-05-2017,449.1,436.5,452.5,435.1,6.57M,2.71%
18-05-2017,437.95,442,448.7,436,6.16M,-2.48%
19-05-2017,443.35,439,444.95,434.6,4.39M,1.23%
22-05-2017,449.65,446,452.75,442.6,6.15M,1.42%
23-05-2017,450.5,451.45,456.45,444.3,10.33M,0.19%
24-05-2017,469.55,470,473.35,458.1,27.37M,4.23%
25-05-2017,476,470,479,464.7,15.11M,1.37%
26-05-2017,481.1,474.1,488.25,473.5,7.69M,1.07%
29-05-2017,481.5,482.5,485,471.8,4.25M,0.08%
30-05-2017,481.3,482.7,487,480,3.10M,-0.04%
31-05-2017,476.15,482.3,483,474.8,5.39M,-1.07%
01-06-2017,497.75,502.95,507.95,496.25,4.91M,-0.88%
02-06-2017,525.85,527.9,531.45,523.2,3.64M,0.62%
03-06-2017,470.8,462.5,472.7,462.1,4.04M,2.36%
04-06-2017,473.2,474.3,478.5,470.6,6.70M,-0.06%
06-06-2017,461,482.9,484.35,457.6,8.02M,-3.59%
07-06-2017,437.1,435.4,438.8,433.8,4.04M,1.24%
09-06-2017,382.7,385,386.7,381.85,5.95M,-1.40%
10-06-2017,424.85,422,426,416.2,5.31M,0.37%
11-06-2017,462.9,445.75,468,443.55,19.46M,3.40%
12-06-2017,397.05,400.2,404,395,5.57M,-1.29%
13-06-2017,449.55,457.15,458.75,448,3.58M,-1.47%
14-06-2017,451.95,450.8,453.4,447.05,3.61M,0.53%
15-06-2017,448.3,452,457.85,446.95,3.88M,-0.81%
16-06-2017,455.75,454.7,458.4,452,7.04M,1.66%
19-06-2017,452.35,453.8,456.4,450.5,3.87M,-0.75%
20-06-2017,467.4,457,470.75,456,12.01M,3.33%
21-06-2017,457.3,466,466,455.5,5.44M,-2.16%
22-06-2017,452.7,458.85,463,451.6,5.01M,-1.01%
23-06-2017,443.15,454,456.5,442.4,6.75M,-2.11%
27-06-2017,442.3,443.8,444.5,434.4,5.92M,-0.19%
28-06-2017,442.5,443.9,446.8,440.15,4.96M,0.05%
29-06-2017,435.6,444.5,446.25,434,11.09M,-1.56%
30-06-2017,432.55,433.9,435.6,428.05,4.78M,-0.70%
02-07-2017,506.8,524.8,524.8,502,7.99M,-3.62%
03-07-2017,467.55,469.5,475.9,466.05,7.11M,-0.69%
04-07-2017,468.3,468.45,480.55,466.65,8.09M,-1.04%
06-07-2017,458,462.55,463.65,453.5,5.25M,-0.65%
07-07-2017,436.85,434.45,441.45,432.25,5.31M,-0.06%
08-07-2017,430,438.6,439.8,425.3,6.46M,-1.29%
09-07-2017,378.15,383.7,384.4,376,7.94M,-1.19%
11-07-2017,451.85,458.2,465.9,450.05,13.27M,-2.39%
12-07-2017,402,398,405.3,397.15,8.00M,1.25%
13-07-2017,459.05,464.5,464.5,455.55,4.38M,-0.42%
14-07-2017,451.3,460,460,450.4,3.97M,-1.69%
17-07-2017,454.15,455,458.35,453.25,4.92M,0.63%
18-07-2017,456.15,452.6,459.5,452.6,2.35M,0.44%
19-07-2017,460.6,453,462.9,453,3.40M,0.98%
20-07-2017,460.15,463.5,464.35,457.35,3.32M,-0.10%
21-07-2017,464.6,460,465.9,457.6,3.15M,0.97%
24-07-2017,464,464.95,468.35,461,3.77M,-0.13%
25-07-2017,456.1,462.15,464.7,454.7,7.05M,-1.70%
26-07-2017,457.3,457.2,458.7,455,3.64M,0.26%
27-07-2017,445.4,459,460.95,440.3,13.74M,-2.60%
28-07-2017,445.85,444.6,447.45,442.45,3.37M,0.10%
31-07-2017,444.6,446.25,449.7,443.7,3.80M,-0.28%
02-08-2017,513.05,512.35,514.95,506.3,5.98M,1.23%
03-08-2017,462.8,469.4,469.6,461.15,5.35M,-1.02%
05-08-2017,422.65,424.75,428.7,417.25,7.43M,0.73%
06-08-2017,460.8,459.5,463.45,457.35,4.07M,0.61%
08-08-2017,430,432,435.5,426,7.13M,0.00%
09-08-2017,375.05,381,381.8,374.05,7.47M,-0.82%
11-08-2017,438.2,448,455,431.3,11.19M,-3.02%
12-08-2017,411.15,406,413.75,406,12.29M,2.28%
14-08-2017,375.4,380,381.8,372.6,8.22M,0.24%
16-08-2017,389.25,379.45,390.7,375.5,11.02M,3.69%
17-08-2017,385.3,392.45,392.45,384.5,5.97M,-1.01%
18-08-2017,380.4,381.75,383,377,5.86M,-1.27%
21-08-2017,374.35,382,382.55,371.3,5.12M,-1.59%
22-08-2017,373.6,378.8,379.95,372.25,4.16M,-0.20%
23-08-2017,379.95,376,381.15,373.35,4.45M,1.70%
24-08-2017,384.15,380.1,385.95,380.1,5.21M,1.11%
28-08-2017,379.3,385.85,387.4,378.3,4.40M,-1.26%
29-08-2017,376.1,379,382.35,374.45,4.69M,-0.84%
30-08-2017,378.5,380.85,382.75,377.45,3.73M,0.64%
31-08-2017,376.55,380.05,380.45,375.8,4.69M,-0.52%
01-09-2017,500.15,499.4,504.6,492.15,3.93M,0.48%
02-09-2017,512.85,515.4,518,505.75,4.10M,-0.04%
03-09-2017,467.6,462.45,469.7,462,3.84M,1.04%
05-09-2017,426.8,424.75,428.8,422.7,2.83M,0.98%
06-09-2017,467.1,459.95,468,455,4.60M,1.37%
08-09-2017,416.05,428.8,429.9,415,10.85M,-3.24%
10-09-2017,425.6,424,432.1,423.05,4.41M,0.18%
11-09-2017,440.15,442.1,450.9,425.65,40.55M,0.44%
13-09-2017,389.65,391,393.95,387.2,6.54M,0.36%
14-09-2017,404.4,390.75,406.6,390.25,11.48M,3.79%
15-09-2017,401.75,402.85,406.75,400,9.68M,-0.66%
18-09-2017,404.95,411.85,413,403.2,8.97M,0.80%
19-09-2017,423.65,415,427.7,414,28.21M,4.62%
20-09-2017,414.8,422.75,422.75,413,5.18M,-2.09%
21-09-2017,413.65,415.4,418.45,408.8,6.95M,-0.28%
22-09-2017,411.8,414,422.15,408.85,9.78M,-0.45%
25-09-2017,408.2,413.65,415.3,404.6,6.96M,-0.87%
26-09-2017,411.25,409.4,413.9,403.3,5.08M,0.75%
27-09-2017,404.9,413.5,414.25,402,4.73M,-1.54%
28-09-2017,401.4,406.95,406.95,399,4.85M,-0.86%
29-09-2017,401.5,401.4,405,397.4,7.52M,0.02%
01-10-2017,516.25,506.55,518,505.95,7.97M,3.22%
02-10-2017,509.55,513,514.8,506.5,4.73M,-0.64%
03-10-2017,469.1,471,471.85,465.1,5.77M,0.32%
04-10-2017,474.9,471.65,478.3,467.55,5.44M,1.41%
05-10-2017,432.3,427.8,433,424,5.38M,1.29%
07-10-2017,446.95,460,460,442.55,1.19M,2.31%
08-10-2017,380.2,401,403.6,375.25,28.11M,-8.62%
10-10-2017,423.6,425.6,428.9,421.4,5.06M,-0.47%
11-10-2017,422.55,438.95,438.95,420,22.53M,-4.00%
13-10-2017,424.8,421,429.3,418.9,6.97M,1.11%
16-10-2017,437.05,426.3,438,425.85,8.48M,2.88%
17-10-2017,432.3,435.75,435.75,430.2,5.14M,-1.09%
18-10-2017,433.2,432.25,437.3,426.6,5.54M,0.21%
19-10-2017,426.95,433,433.1,424.25,1.31M,-1.44%
23-10-2017,422.75,429.1,430.85,421,4.01M,-0.98%
24-10-2017,416.05,422.75,423.8,415.05,4.54M,-1.58%
25-10-2017,421.95,421,424.4,415.1,5.67M,1.42%
26-10-2017,419.4,421.7,422.4,417,6.21M,-0.60%
27-10-2017,429.9,422.05,434.35,422.05,7.41M,2.50%
30-10-2017,436.55,428.25,440.95,428.25,7.68M,1.55%
31-10-2017,428.4,438.85,438.85,427.3,6.21M,-1.87%
01-11-2017,519.25,520.25,523.95,517.15,4.89M,0.58%
04-11-2017,472.25,477.9,478.35,471.1,4.89M,-0.56%
05-11-2017,427.45,434,434.5,425.4,4.05M,-1.12%
07-11-2017,456.95,452,462.3,451,12.07M,2.24%
08-11-2017,374.5,376,379.1,358.5,14.70M,-1.50%
09-11-2017,375.3,380,380,374.2,5.40M,0.07%
10-11-2017,415.5,424.9,424.9,414.1,4.32M,-1.91%
12-11-2017,410.15,412,415.2,409.05,5.07M,-0.24%
13-11-2017,418.1,423,427.5,416.1,9.86M,-1.05%
14-11-2017,414.3,418.55,421.85,410.65,8.99M,-0.91%
15-11-2017,408.65,414.3,417.55,407,9.87M,-1.36%
16-11-2017,413.45,411.35,415.9,411.35,6.29M,1.17%
17-11-2017,421.8,419.45,423.45,417,6.19M,2.02%
20-11-2017,423,421,425.7,420.1,4.05M,0.28%
21-11-2017,424.25,424.45,430,422.5,6.75M,0.30%
22-11-2017,428.6,425.45,433,424.5,7.90M,1.03%
23-11-2017,426.25,428.6,431.05,422.45,7.37M,-0.55%
24-11-2017,425.5,427,429.95,424.25,5.11M,-0.18%
27-11-2017,421.4,423,424.75,417.8,7.95M,-0.96%
28-11-2017,415.95,419.8,422.25,414.5,6.22M,-1.29%
29-11-2017,413.95,415.9,419.45,412.05,4.33M,-0.48%
30-11-2017,404.15,410.4,412.25,402.25,25.65M,-2.37%
01-12-2017,518.25,521.7,524,513.2,4.22M,-0.19%
04-12-2017,464.55,468.7,471.55,461.6,5.99M,-1.63%
05-12-2017,430.85,429.65,433.8,427.45,3.85M,0.80%
06-12-2017,456.25,463.75,465.25,455.2,4.34M,-2.32%
07-12-2017,461,461,463.8,456.6,6.05M,0.89%
09-12-2017,388.25,378.7,390,375.5,9.27M,3.45%
10-12-2017,420.15,415.5,421.8,409.35,5.44M,1.12%
12-12-2017,406.85,411.55,415.5,405.95,6.15M,-0.80%
13-12-2017,401.95,407,409.85,400,5.14M,-1.20%
14-12-2017,402.4,404,404.55,398.2,4.67M,0.11%
15-12-2017,405.1,406.5,409,404.2,5.61M,0.67%
18-12-2017,405.8,399,409.9,389.3,5.36M,0.17%
19-12-2017,420.1,407.35,421.7,407.35,9.69M,3.52%
20-12-2017,422.6,421.95,427.75,419.25,11.19M,0.60%
21-12-2017,420.8,424,426.05,419.55,4.89M,-0.43%
22-12-2017,422,422.05,426.4,420.9,5.35M,0.29%
26-12-2017,424.2,422,425.15,421.15,3.70M,0.52%
27-12-2017,422.45,423.5,428.45,420.3,3.67M,-0.41%
28-12-2017,418.6,423.5,423.7,416,5.02M,-0.91%
29-12-2017,431.85,418,433.45,417.15,8.64M,3.17%
01-01-2018,424.45,430.95,436.4,422.25,6.81M,-1.71%
02-01-2018,393.65,399.9,403.8,390.55,7.26M,-1.46%
03-01-2018,370.75,369.75,376.3,369.05,6.99M,0.23%
06-01-2018,287.2,284.5,290.35,283.05,15.84M,1.66%
08-01-2018,265.05,250,268,250,53.28M,0.36%
10-01-2018,229.35,225,230.45,220,9.74M,2.53%
11-01-2018,179.45,182,186.05,178.2,28.95M,0.20%
15-01-2018,432.35,438.05,440.05,431.05,4.04M,-1.09%
16-01-2018,421.9,433,435.2,419.5,5.62M,-2.42%
17-01-2018,422.95,422.05,424.5,410.1,10.20M,0.25%
18-01-2018,418.95,424,428.3,414.45,9.58M,-0.95%
19-01-2018,418.05,415.2,421.95,415.05,3.89M,-0.21%
22-01-2018,421.9,419.05,424.4,418.45,4.64M,0.92%
23-01-2018,418,422.8,422.8,414.75,6.19M,-0.92%
24-01-2018,403.6,416,416.25,402.65,10.79M,-3.44%
25-01-2018,400.3,403.45,407.65,398,16.31M,-0.82%
29-01-2018,399.25,402.5,405.9,398.1,5.79M,-0.26%
30-01-2018,395.85,400,402.3,395,6.96M,-0.85%
31-01-2018,399.5,395.5,400.95,395.25,5.11M,0.92%
01-02-2018,439.3,428.85,440.85,422,15.33M,3.50%
02-02-2018,383.75,392,397.4,381.3,10.07M,-2.51%
04-02-2018,339.15,335,340.8,332.7,9.87M,3.76%
05-02-2018,336.05,349.2,351.65,335,16.02M,-1.28%
07-02-2018,266.7,276,276.05,265.6,16.50M,-0.97%
08-02-2018,260.85,263.45,266.45,258.7,17.42M,-1.58%
11-02-2018,190.3,180.95,191.85,180.9,29.43M,6.05%
14-02-2018,376.85,372.9,382.3,370.6,9.62M,1.36%
15-02-2018,375.8,379.8,382.2,373.1,10.23M,-0.28%
16-02-2018,370.75,378,379.4,367.6,8.55M,-1.34%
19-02-2018,368.75,373.7,374.7,362.8,5.66M,-0.54%
20-02-2018,369.3,370.35,370.9,366.5,3.97M,0.15%
21-02-2018,364.45,372.5,372.5,362.85,8.64M,-1.31%
22-02-2018,358.5,363,363,357.5,10.87M,-1.63%
23-02-2018,360.2,360.1,364.6,358.75,6.75M,0.47%
26-02-2018,372.05,362,373.5,362,10.58M,3.29%
27-02-2018,372.55,375,376.6,370.35,6.16M,0.13%
28-02-2018,369.9,370,373.65,367.15,8.01M,-0.71%
01-03-2018,433.9,440.4,441.4,431.95,9.79M,-1.23%
04-03-2018,343.1,338.4,344.5,337.15,6.99M,1.16%
05-03-2018,333.5,335.5,335.9,329.15,6.87M,-0.76%
07-03-2018,269.45,269.5,271.5,267.2,11.48M,1.03%
08-03-2018,258.45,262.15,263.85,257.6,9.04M,-0.92%
09-03-2018,266.6,271.4,273,265.25,14.60M,-0.34%
10-03-2018,227.6,230,232.8,225.8,9.09M,-0.76%
12-03-2018,175.45,173.25,176.45,170,14.07M,2.04%
13-03-2018,353.15,352.6,356.45,350,6.18M,0.16%
14-03-2018,354.05,351,354.9,349.6,3.82M,0.25%
15-03-2018,353.1,354.05,358.4,351.1,4.33M,-0.27%
16-03-2018,339.75,352.05,352.6,338.4,14.21M,-3.78%
19-03-2018,335.7,341.2,342.1,332.55,9.39M,-1.19%
20-03-2018,338.8,335.5,340.4,333.55,5.08M,0.92%
21-03-2018,333.85,339.9,342.25,332.25,6.81M,-1.46%
22-03-2018,338.2,338.5,340.25,334.8,9.26M,1.30%
23-03-2018,330.85,330,334.8,329.6,8.58M,-2.17%
26-03-2018,332.35,328.8,333.9,324.3,8.91M,0.45%
27-03-2018,331.15,333.95,335.8,330.1,6.82M,-0.36%
28-03-2018,326.85,331.5,333.65,325.2,10.98M,-1.30%
01-04-2018,429.95,430,433.3,425.75,8.40M,-0.91%
04-04-2018,355.6,346.8,363.7,346.25,27.16M,3.64%
05-04-2018,334.4,333.75,337.3,329.5,6.66M,0.27%
06-04-2018,286.65,292.5,293.85,286,10.84M,-0.19%
07-04-2018,267.05,270,271.5,265.65,7.39M,-0.89%
09-04-2018,261.95,270.5,270.8,260.35,14.78M,-1.74%
10-04-2018,223.25,224,230.8,221.75,13.90M,-1.91%
12-04-2018,175.75,177.95,178.75,175.3,11.48M,0.17%
13-04-2018,357.05,357.9,361,354.4,5.94M,-0.38%
16-04-2018,339.15,350.8,352.8,337.55,19.16M,-5.01%
17-04-2018,336.45,342.3,344.2,332.6,14.24M,-0.80%
18-04-2018,334.8,338.2,339.75,333.4,6.70M,-0.49%
19-04-2018,334.25,336.5,337,332.5,7.09M,-0.16%
20-04-2018,336,335.95,343.25,334.6,11.91M,0.52%
23-04-2018,334.05,335.95,339.5,333,8.06M,-0.58%
24-04-2018,331.55,334.8,335,330.6,9.21M,-0.75%
25-04-2018,328.6,330.8,334,327.75,6.31M,-0.89%
26-04-2018,330.25,329.9,335.95,326,16.65M,0.50%
27-04-2018,336.9,333,337.65,331.05,8.80M,2.01%
30-04-2018,340.4,338.5,342.75,337.25,5.94M,1.04%
01-05-2018,431.6,431.25,436.35,429.8,7.02M,0.38%
02-05-2018,395.8,381,398,380,9.88M,3.14%
03-05-2018,352.05,368.75,368.75,350.1,14.67M,-5.04%
04-05-2018,362.2,362.6,372.35,359.8,28.89M,1.86%
06-05-2018,284.95,286.65,288.25,283.6,7.46M,-0.59%
07-05-2018,261.55,263.5,263.75,252.55,20.82M,-2.06%
09-05-2018,266.5,261,271,255.4,10.08M,1.74%
10-05-2018,216.25,222.75,226.45,214.75,10.47M,-3.14%
11-05-2018,189.8,191.3,191.3,186.65,14.82M,-0.26%
12-05-2018,169.2,173,173,168.6,14.96M,-3.73%
14-05-2018,323.6,333,333,323,8.31M,-2.18%
15-05-2018,310.1,324,324.05,305.7,15.32M,-4.17%
16-05-2018,310.25,309.95,315.75,306.7,12.05M,0.05%
17-05-2018,314.9,313.1,319.5,309.3,10.21M,1.50%
18-05-2018,304.6,314.75,315,303.5,11.69M,-3.27%
21-05-2018,295.9,304.75,307.2,294.7,11.55M,-2.86%
22-05-2018,307.7,296.55,312.5,296.55,17.20M,3.99%
23-05-2018,309.45,311.1,317.25,305.4,17.70M,0.57%
24-05-2018,288.65,300,307.65,284.1,46.10M,-6.72%
25-05-2018,294.15,290.4,297.45,286.25,19.24M,1.91%
28-05-2018,296.3,293.75,299.9,290.3,8.52M,0.73%
29-05-2018,294.65,296.8,300,293,9.82M,-0.56%
30-05-2018,288.9,289.95,292.25,286.15,11.65M,-1.95%
31-05-2018,282.5,289.95,290.85,281.6,28.77M,-2.22%
02-06-2018,375.45,363,379.85,356.5,25.29M,-5.14%
03-06-2018,346.5,355.15,357.95,345,8.88M,-1.58%
04-06-2018,364.1,362,368.35,356.45,13.30M,0.52%
06-06-2018,295.65,286.85,296.9,285.25,19.75M,3.76%
07-06-2018,270.85,262,272.5,261.85,19.22M,3.56%
08-06-2018,254.05,259.95,261.8,252.5,11.37M,-1.70%
09-06-2018,269.95,269.7,272,263.85,14.74M,1.29%
11-06-2018,193.25,192.45,199.95,191.75,35.34M,1.82%
12-06-2018,162.65,168.5,168.7,161.6,15.43M,-3.87%
13-06-2018,308.4,309.2,311.25,307,7.28M,0.19%
14-06-2018,305.9,308.5,309.6,303.8,6.53M,-0.81%
15-06-2018,302.95,305.75,307.65,300.55,8.22M,-0.96%
18-06-2018,308.8,302.9,311,302.1,8.79M,1.93%
19-06-2018,305.05,309.6,312.8,303.3,10.50M,-1.21%
20-06-2018,305.6,304.9,308.25,304.05,6.61M,0.18%
21-06-2018,307,307.9,308.5,305.5,5.09M,0.46%
22-06-2018,308,306.85,308.9,303.2,6.03M,0.33%
25-06-2018,289.4,306.3,306.3,287.6,16.39M,-6.04%
26-06-2018,276.85,288.4,288.4,275.1,30.73M,-4.34%
27-06-2018,271.05,278.5,279.5,270,19.08M,-2.10%
28-06-2018,263.35,272,272.65,261.85,19.51M,-2.84%
29-06-2018,269.3,265.45,270.5,262.65,14.77M,2.26%
02-07-2018,377.8,380.4,385.4,375.2,12.71M,0.63%
03-07-2018,347.8,345,355.3,343.25,15.60M,0.38%
05-07-2018,335.15,337.85,337.85,333.7,3.89M,0.22%
06-07-2018,305.4,296.3,306.9,295.25,22.84M,3.30%
08-07-2018,251.6,255.2,256,250.55,14.49M,-0.96%
09-07-2018,277.4,269.55,279.9,269.25,26.19M,2.76%
11-07-2018,194.85,194.95,195.75,193.35,3.93M,0.83%
12-07-2018,162.4,162.25,164.2,160.8,13.55M,-0.15%
13-07-2018,263.6,267.3,269.4,262.7,8.35M,-0.94%
16-07-2018,252.1,260.5,260.8,250.5,11.07M,-4.36%
17-07-2018,257.95,253,259,252.3,6.35M,2.32%
18-07-2018,251.85,259.45,259.45,247.3,9.35M,-2.36%
19-07-2018,252.5,254,257.85,251.2,9.56M,0.26%
20-07-2018,253.4,252.7,254,251,6.42M,0.36%
23-07-2018,258.75,254.95,259.5,251.1,8.89M,2.11%
24-07-2018,258.8,258.75,263.75,257.1,9.91M,0.02%
25-07-2018,257.85,260,261.7,256.1,6.72M,-0.37%
26-07-2018,258.25,260.1,263,257.5,8.82M,0.16%
27-07-2018,268.15,259.1,269.7,258.55,15.28M,3.83%
30-07-2018,267.5,267.75,271.65,266.2,7.80M,-0.24%
31-07-2018,264.1,268.95,270.45,262.2,10.03M,-1.27%
01-08-2018,433.55,432,436.2,431.65,4.64M,0.45%
02-08-2018,374.85,379.9,380,372.2,12.45M,-0.78%
03-08-2018,345.15,350.8,351.9,341.05,7.67M,-0.76%
05-08-2018,332.15,336.3,336.6,330.25,8.11M,-0.90%
06-08-2018,309.95,305.7,315.55,302.4,27.25M,1.49%
08-08-2018,255.15,253.5,258.25,251.85,16.13M,1.41%
10-08-2018,212.35,217.8,218.5,208.1,11.85M,-1.80%
13-08-2018,248.7,249.25,249.7,243.1,13.88M,-0.56%
14-08-2018,248.8,248.6,249.85,247.2,9.17M,0.04%
16-08-2018,251.3,245.8,252.8,245.25,14.15M,1.00%
17-08-2018,258.25,253.7,260.1,253,16.12M,2.77%
