Date,Price,Open,High,Low,Vol.,Change %
20-08-2018,270.1,261.85,271.85,259.2,25.58M,4.59%
21-08-2018,268.8,271.85,274.7,266.7,19.51M,-0.48%
23-08-2018,256.9,269.2,269.2,256,18.67M,-4.43%
24-08-2018,255.5,257,258.65,255,8.70M,-0.54%
27-08-2018,258.8,257,259.5,256.5,6.13M,1.29%
28-08-2018,260,261.7,263.25,259.05,8.51M,0.46%
29-08-2018,261.7,261.05,263.5,261,5.12M,0.65%
30-08-2018,259.35,262.3,263,259,6.33M,-0.90%
31-08-2018,267.5,259.1,268.25,258.1,12.36M,3.14%
01-09-2018,437.55,434.25,443.5,433,12.63M,0.92%
02-09-2018,368.75,369.9,373.2,368,8.82M,-1.63%
03-09-2018,341.5,345.55,348.7,340.15,5.52M,-1.06%
04-09-2018,358.3,361.9,368.6,357,9.56M,-1.59%
05-09-2018,341.95,331,347.25,331,19.02M,2.95%
07-09-2018,273.5,274.6,277,272.05,9.39M,0.98%
08-09-2018,257.85,256.65,260.4,255.5,7.78M,1.06%
10-09-2018,184.35,205.7,206,170.3,142.76M,-13.19%
11-09-2018,195.25,192.9,200.75,192,22.34M,0.21%
14-09-2018,266.6,265,269.6,263.4,10.71M,1.60%
17-09-2018,260.25,263.35,264.1,259.65,9.46M,-2.38%
18-09-2018,251.5,257.75,259.8,250.6,11.55M,-3.36%
19-09-2018,252.6,253.55,255,251,7.85M,0.44%
21-09-2018,250.35,255.05,257.7,228.85,18.55M,-0.89%
24-09-2018,240.2,250.2,251,239.35,8.89M,-4.05%
25-09-2018,240.8,241,243.5,235.45,9.03M,0.25%
26-09-2018,233.35,242.3,243.2,229.55,17.81M,-3.09%
27-09-2018,225.25,234.8,236.55,223.1,17.43M,-3.47%
28-09-2018,223.7,227.9,230.7,219.5,14.20M,-0.69%
01-10-2018,433.3,438,439.3,431.3,4.70M,-0.97%
04-10-2018,353.25,360.5,362.35,351.5,8.20M,-1.41%
05-10-2018,333.6,343.75,343.75,332.75,11.16M,-2.44%
07-10-2018,275.45,274.9,276.9,272.9,6.35M,0.71%
08-10-2018,250.1,257.25,258.65,249.55,14.61M,-3.01%
09-10-2018,275.7,276,282,271.75,21.32M,-0.61%
10-10-2018,188.75,186,190.95,185.05,35.67M,2.39%
12-10-2018,157.1,159.9,160.5,156.5,13.52M,-3.26%
15-10-2018,184.35,186.5,186.5,182.7,11.66M,0.33%
16-10-2018,185.85,185.2,187.25,184.55,9.70M,0.81%
17-10-2018,179.95,187.6,187.8,179.1,12.00M,-3.17%
19-10-2018,174.7,178.95,179.75,174,10.47M,-2.92%
22-10-2018,170.75,176.4,176.85,170.05,11.72M,-2.26%
23-10-2018,170.65,170,175.7,169.55,15.59M,-0.06%
24-10-2018,170.65,173.9,175,169,15.42M,0.00%
25-10-2018,165.35,168.95,169.75,164.6,14.88M,-3.11%
26-10-2018,168.5,166,172.8,165.9,19.58M,1.91%
29-10-2018,175.35,169.95,176.5,167.7,14.17M,4.07%
30-10-2018,177.25,177,181.5,176.05,15.60M,1.08%
31-10-2018,179.1,178.3,180,173.45,12.58M,1.04%
01-11-2018,434.75,433.5,437.6,432.9,4.57M,0.33%
04-11-2018,355.8,355,357.15,350.5,5.62M,0.72%
05-11-2018,330.8,334,334,330,7.37M,-0.84%
06-11-2018,309.75,310.9,313.9,306.65,14.65M,-0.06%
07-11-2018,267.8,276.4,276.4,267.1,7.36M,-2.78%
09-11-2018,267.3,277.25,278.85,265.7,13.44M,-3.05%
10-11-2018,182.95,180.65,187.75,178,19.32M,-3.07%
12-11-2018,158.1,155,159.5,154.65,12.09M,0.64%
13-11-2018,179.5,180.75,183,178.35,22.19M,-3.52%
14-11-2018,176.8,180.5,183,176.25,15.80M,-1.50%
15-11-2018,180.2,178,182.7,177.5,18.74M,1.92%
16-11-2018,179.9,180.9,181.85,177.85,10.02M,-0.17%
19-11-2018,184.6,180.6,185.5,179.1,14.52M,2.61%
20-11-2018,183.75,184.05,188.3,183.2,13.11M,-0.46%
21-11-2018,184.15,184.4,186.75,183.75,8.10M,0.22%
22-11-2018,182.55,185.5,186.15,181.75,9.14M,-0.87%
26-11-2018,181.75,183.9,184.45,177,9.87M,-0.44%
27-11-2018,180.05,181.7,184.55,178.55,11.64M,-0.94%
28-11-2018,174.45,181,181.35,174,12.50M,-3.11%
29-11-2018,177.25,175.95,179.35,173.45,20.89M,1.61%
30-11-2018,171.95,172,174.9,170.35,18.39M,-2.99%
01-12-2018,437.1,437,441.45,432.1,7.41M,0.54%
02-12-2018,371.8,373.4,376.2,370.2,6.00M,0.83%
03-12-2018,352.6,345,353.8,340.35,8.24M,3.25%
04-12-2018,358.4,358,364.4,357,13.15M,0.73%
06-12-2018,307.8,310.95,313.65,307.2,7.93M,-0.63%
07-12-2018,266.1,269.6,272,265.5,8.57M,-0.63%
09-12-2018,262.4,268.2,268.2,258.85,14.46M,-1.83%
10-12-2018,183.75,185.95,188.4,182.6,18.01M,0.44%
11-12-2018,186.05,194.45,194.45,185.2,20.79M,-4.71%
12-12-2018,164.1,159.5,167.1,158,22.46M,3.80%
13-12-2018,166.85,166,168,165.55,12.24M,1.68%
14-12-2018,166.95,166,168.4,164.85,10.09M,0.06%
17-12-2018,173.95,167.25,175.95,167.25,28.53M,4.19%
18-12-2018,174.75,174,177.6,173.1,18.02M,0.46%
19-12-2018,173.9,176.5,176.5,172.5,11.54M,-0.49%
20-12-2018,176.4,173,177.3,171.75,15.82M,1.44%
21-12-2018,176.25,177,180.5,175.15,23.74M,-0.09%
24-12-2018,172.5,176.25,177.85,171.5,11.37M,-2.13%
26-12-2018,170.9,171.45,172.2,167.6,12.04M,-0.93%
27-12-2018,168.25,172.75,173.4,167.7,15.23M,-1.55%
28-12-2018,170.85,169.4,172.2,169.15,8.67M,1.55%
31-12-2018,172.7,172.45,173.9,171.75,8.51M,1.08%
01-01-2019,173.45,173.5,174.2,171.3,6.72M,0.43%
02-01-2019,181.65,182,185.9,179.55,14.93M,0.25%
03-01-2019,180.3,178.65,184,177.35,20.54M,1.61%
04-01-2019,187.35,176.35,189.75,176.35,46.39M,7.52%
07-01-2019,168,163.7,169.4,163.2,23.99M,3.35%
08-01-2019,129.55,135.5,136.3,127.55,38.99M,-4.46%
10-01-2019,115.3,118,119.85,113,40.23M,-1.83%
11-01-2019,175.05,175.2,178,172.4,40.61M,-1.49%
14-01-2019,182.4,180.3,198.3,177.45,18.94M,1.16%
15-01-2019,185.35,183.3,185.8,181.25,13.54M,1.62%
16-01-2019,185.45,186,187.35,184.05,11.87M,0.05%
17-01-2019,184.9,186,187.3,183.4,9.37M,-0.30%
18-01-2019,183.3,185.65,185.65,181.3,6.80M,-0.87%
21-01-2019,181.5,184.3,184.95,180.65,6.92M,-0.98%
22-01-2019,180.85,181.5,181.5,175.95,9.78M,-0.36%
23-01-2019,180.25,181.7,182.7,178.55,9.78M,-0.33%
24-01-2019,175.4,180,180.3,173.7,13.46M,-2.69%
25-01-2019,173.25,175.95,178.9,171.95,12.14M,-1.23%
28-01-2019,172.3,173.3,175.35,169.4,8.17M,-0.55%
29-01-2019,173.6,172.35,174.9,170.9,6.14M,0.75%
30-01-2019,174.6,174.3,176.75,173.3,7.76M,0.58%
31-01-2019,181.2,175.8,183.9,175.8,22.28M,3.78%
01-02-2019,168.55,170.6,171.75,168,13.41M,-2.83%
04-02-2019,202.95,188.05,204.4,185.3,100.83M,8.33%
05-02-2019,207.3,211,212.65,206.5,21.99M,-3.27%
07-02-2019,163.75,166.8,167.35,161.35,16.90M,-2.53%
08-02-2019,130.7,128.5,133.2,127,44.02M,0.89%
12-02-2019,161.05,160.95,163,158.95,19.44M,-0.28%
13-02-2019,155,152.95,156.65,151.5,15.34M,2.11%
14-02-2019,159.85,155.95,161,153.8,16.35M,3.13%
15-02-2019,161.65,159.8,162.3,153.15,20.71M,1.13%
18-02-2019,162.9,162.8,163.45,159.2,13.50M,0.77%
19-02-2019,163.75,164,165.95,161.55,14.53M,0.52%
20-02-2019,164.8,164.45,166.7,163.75,11.61M,0.64%
21-02-2019,169.7,165.6,170.6,165.1,14.81M,2.97%
22-02-2019,174.3,170,175.3,167.85,13.01M,2.71%
25-02-2019,175.75,175.15,177.5,173.5,15.55M,0.83%
26-02-2019,182.65,173,183.45,172.5,31.86M,3.93%
27-02-2019,177.35,183.55,186.1,176.1,19.72M,-2.90%
28-02-2019,177.45,180,181.55,176.6,18.69M,0.06%
01-03-2019,166.05,169,170.15,165.1,9.32M,-1.48%
04-03-2019,201.35,205,208.95,199.2,81.78M,-0.79%
05-03-2019,209.45,205,213.65,203.05,37.15M,1.04%
06-03-2019,174.5,170.5,175,168.4,21.29M,1.10%
07-03-2019,162.3,163.75,165,161.7,13.61M,-0.89%
09-03-2019,112.65,113.05,115.35,111.2,36.91M,-3.47%
10-03-2019,122.4,112.65,123.5,112.65,65.10M,6.16%
12-03-2019,158.2,162.95,162.95,157.4,21.16M,-1.77%
13-03-2019,181.7,184.45,184.9,180.4,9.77M,-1.68%
14-03-2019,179.55,181.5,182.45,177.65,15.74M,-1.18%
15-03-2019,180,180.2,181.4,177.6,17.49M,0.25%
18-03-2019,182.25,181,184.7,179.5,14.69M,1.25%
19-03-2019,182.85,182,184.5,180.75,10.32M,0.33%
20-03-2019,180.2,183,183.45,179.6,7.54M,-1.45%
22-03-2019,175.4,181.95,182,174.9,11.51M,-2.66%
25-03-2019,171.3,173.7,173.8,170.55,11.86M,-2.34%
26-03-2019,173.1,171.9,173.6,171.6,7.82M,1.05%
27-03-2019,169.85,174,175,169.15,10.05M,-1.88%
28-03-2019,170.55,169,171.4,167.55,13.20M,0.41%
29-03-2019,174.25,171.15,177.05,171,17.78M,2.17%
01-04-2019,170.95,169,171.95,168.5,17.65M,2.95%
02-04-2019,180.25,181,183.7,178.2,11.85M,-0.77%
04-04-2019,206.15,201.85,206.9,201.05,41.27M,2.38%
06-04-2019,173.25,174.25,177.2,172.4,17.43M,-0.72%
07-04-2019,165.2,162.5,167.75,162,19.51M,1.79%
09-04-2019,109.5,112,113,106,76.32M,-2.80%
10-04-2019,119.65,122.8,123.8,118.8,35.71M,-2.25%
11-04-2019,172.2,171.6,178.45,170.85,40.64M,-1.63%
12-04-2019,169.4,158.5,170.35,157.7,72.08M,7.08%
15-04-2019,231.75,217.15,233.25,217.15,57.28M,7.32%
16-04-2019,230.5,233.8,234.1,225.65,41.65M,-0.54%
18-04-2019,236.25,231.9,239.3,230.6,42.45M,2.49%
22-04-2019,234.85,235,239.35,231.7,30.28M,-0.59%
23-04-2019,231.65,235,235.85,230.25,18.98M,-1.36%
24-04-2019,223.6,231.65,232.95,217.6,50.32M,-3.48%
25-04-2019,221.85,223.4,225.9,220.25,27.13M,-0.78%
26-04-2019,215.6,221.9,221.9,214,26.04M,-2.82%
30-04-2019,214.3,216.2,218.65,210.3,21.29M,-0.60%
02-05-2019,175.8,180.7,181.15,174.7,12.06M,-2.47%
03-05-2019,194.05,183.8,198.35,181.4,58.14M,7.63%
04-05-2019,205.15,208,209.5,202.3,32.06M,-0.49%
07-05-2019,160.2,165.15,166.95,159.5,14.37M,-3.03%
08-05-2019,123.75,128,128.2,122.3,35.45M,-5.32%
09-05-2019,118.05,109.75,119.35,109.5,75.79M,7.81%
11-05-2019,172,173.25,175.75,169.95,36.27M,-0.12%
12-05-2019,166.1,170.35,172.2,165.2,31.79M,-1.95%
13-05-2019,180.75,186.2,187.15,179.6,15.37M,-2.77%
14-05-2019,184.5,178.25,186.05,177.8,21.41M,2.07%
15-05-2019,169.45,185.55,185.95,167.4,31.43M,-8.16%
16-05-2019,175.4,176,177.55,172.8,30.31M,3.51%
17-05-2019,176.85,174.95,177.7,170.2,21.58M,0.83%
20-05-2019,190.15,181.45,192,179.25,29.87M,7.52%
21-05-2019,176.8,185.25,186.9,174.05,57.82M,-7.02%
22-05-2019,179.1,177.6,180.4,174.8,25.85M,1.30%
23-05-2019,175.15,182.85,182.85,173.5,22.91M,-2.21%
24-05-2019,182.3,177,183.5,175.35,22.49M,4.08%
27-05-2019,181.35,181.75,183.5,179.3,14.77M,-0.52%
28-05-2019,180.25,181.35,185.3,179.8,23.27M,-0.61%
29-05-2019,176.35,179.85,180,175.35,15.22M,-2.16%
30-05-2019,175.15,177.5,178.5,173.1,18.08M,-0.68%
31-05-2019,172.6,177.8,177.85,170,21.49M,-1.46%
02-06-2019,178.5,176,179.45,171.9,10.33M,1.54%
03-06-2019,188.8,195.4,195.4,187.75,22.47M,-2.71%
05-06-2019,199.8,204,204.5,198,30.12M,-4.61%
06-06-2019,169.7,174.05,175.85,168.85,16.87M,-2.05%
08-06-2019,122.5,123.05,126.55,121.75,34.79M,-1.01%
09-06-2019,121.25,118.35,122.3,116.55,67.76M,2.71%
11-06-2019,174.5,172,176.35,170.5,28.92M,1.45%
12-06-2019,161.5,167,168,160.05,27.73M,-2.77%
13-06-2019,167.4,166.9,168.9,164.5,15.14M,-0.98%
14-06-2019,164.2,167.5,167.5,163.5,10.92M,-1.91%
17-06-2019,158.75,163.75,164.15,158,14.38M,-3.32%
18-06-2019,158.3,159,161,156.75,14.00M,-0.28%
19-06-2019,154.65,160,163.75,152.5,25.26M,-2.31%
20-06-2019,159.25,153.45,160,152.15,19.25M,2.97%
21-06-2019,158.9,155,160.75,154.5,23.30M,-0.22%
24-06-2019,159.3,158.7,160.2,156.2,13.19M,0.25%
25-06-2019,160.45,158,161,156.85,13.37M,0.72%
26-06-2019,161.1,160.1,162.2,158.75,18.48M,0.41%
27-06-2019,165.85,161.85,168,161.1,26.61M,2.95%
28-06-2019,162.55,165.2,166.75,161.35,15.09M,-1.99%
01-07-2019,175.35,173.2,178.2,173.2,21.44M,2.57%
02-07-2019,182.85,179,185,178.9,16.15M,2.44%
03-07-2019,189.3,191.4,193.45,187.8,27.05M,0.26%
05-07-2019,190.95,201.7,202.85,189.35,30.52M,-4.43%
06-07-2019,169.5,169.9,171.7,167.25,14.47M,-0.12%
08-07-2019,117.4,122.6,123.85,116.5,37.29M,-4.16%
10-07-2019,117.5,120.25,120.55,116.35,35.47M,-1.80%
11-07-2019,171.5,174.7,174.7,167.6,38.63M,-1.72%
15-07-2019,160.95,159,162.6,157.85,19.92M,1.04%
16-07-2019,170,159.8,170.95,159.05,39.03M,5.62%
17-07-2019,167.9,170,172.35,166.3,25.24M,-1.24%
18-07-2019,160.75,167.25,167.25,160,19.06M,-4.26%
19-07-2019,154.85,161.45,162.4,153.85,18.95M,-3.67%
22-07-2019,156.75,155.45,159.3,155.25,16.00M,1.23%
23-07-2019,156.2,157.4,159,154.8,12.94M,-0.35%
24-07-2019,151.25,156.35,157.55,150.5,16.29M,-3.17%
25-07-2019,144.3,151.3,152.5,143.75,34.36M,-4.60%
26-07-2019,147.15,138.1,150.15,138.1,83.91M,1.98%
29-07-2019,137.55,146.9,146.9,136.85,38.84M,-6.52%
30-07-2019,133.45,138,139.7,132.6,35.73M,-2.98%
31-07-2019,135.6,133.5,136.4,132.5,27.02M,1.61%
01-08-2019,179.95,176.1,180.5,176.1,20.13M,2.62%
02-08-2019,150.7,164.6,164.6,129,102.26M,-17.58%
03-08-2019,181.2,187.8,187.95,180,28.01M,-4.28%
04-08-2019,200.55,206,207.4,198.8,23.88M,-2.24%
05-08-2019,185.1,190,190.9,183.8,28.44M,-3.06%
07-08-2019,154.55,159.35,159.5,153.5,15.15M,-3.53%
08-08-2019,124.05,118,125,116.9,35.88M,5.66%
11-08-2019,169.05,170.75,178.9,167.8,39.10M,-1.43%
13-08-2019,121.95,123.8,126.3,121,35.50M,-0.08%
14-08-2019,120.9,122.7,123.8,118.6,30.14M,-0.86%
16-08-2019,121.35,119.9,122.45,117.35,35.26M,0.37%
19-08-2019,120.8,121.2,122.6,120,23.19M,-0.45%
20-08-2019,123.85,120,124.8,119,34.81M,2.52%
21-08-2019,112.4,123,123,109.5,83.51M,-9.25%
22-08-2019,107.7,112,114,106.2,58.61M,-4.18%
23-08-2019,111.05,108.9,111.6,107.65,41.18M,3.11%
26-08-2019,110.55,114.55,115.4,106.8,47.76M,-0.45%
27-08-2019,120.35,112.7,121.4,111.8,70.64M,8.86%
28-08-2019,116.35,120.55,124,114.8,74.25M,-3.32%
29-08-2019,114.3,116.5,118.5,112.1,48.10M,-1.76%
30-08-2019,116.7,115.6,117.3,112,42.25M,2.10%
01-09-2019,183.05,181.5,183.6,180.2,17.47M,1.72%
04-09-2019,205.9,200,207.6,198.15,29.61M,2.67%
05-09-2019,186.35,184.3,189.8,182.3,32.84M,0.68%
07-09-2019,155.8,154,157.15,152.75,16.11M,0.81%
08-09-2019,122.05,124.5,126.5,120.7,39.25M,-1.61%
09-09-2019,121.9,119,122.6,117.35,51.30M,0.54%
10-09-2019,120.9,118.5,121.7,115.45,44.67M,2.89%
12-09-2019,160.5,162,166.45,159.75,30.92M,-0.62%
13-09-2019,129.55,129.2,130.95,125.5,69.09M,1.25%
16-09-2019,128.6,128,130.3,126.5,40.95M,-0.73%
17-09-2019,122,129,130.5,121.35,47.65M,-5.13%
18-09-2019,121.75,123.05,125.9,120.5,53.05M,-0.20%
19-09-2019,124.2,123.5,125.35,121.2,51.01M,2.01%
20-09-2019,133.25,125,137.75,122.6,89.22M,7.29%
23-09-2019,127.9,135,138.4,126.5,51.03M,-4.02%
24-09-2019,130.9,128.05,132.2,128,41.66M,2.35%
25-09-2019,123.05,129.9,129.9,121.5,47.57M,-6.00%
26-09-2019,124.5,123.9,127.25,122.8,45.87M,1.18%
27-09-2019,119.9,122,122.45,118.2,45.88M,-3.69%
30-09-2019,117.45,120.65,120.85,116.4,32.16M,-2.04%
01-10-2019,185.75,183.65,186.85,183.55,16.96M,1.48%
04-10-2019,216.05,206,217.4,205.6,69.35M,4.93%
05-10-2019,185.9,187,190.6,184.3,28.91M,-0.24%
06-10-2019,166.2,170.9,172.05,163.55,20.21M,-1.95%
07-10-2019,151.65,156.25,156.25,149.1,31.74M,-2.66%
10-10-2019,116.8,119.3,119.7,116.2,31.23M,-3.39%
12-10-2019,159.7,162.15,163.25,159.05,26.26M,-0.50%
14-10-2019,127.85,122.6,130,122.5,68.05M,5.40%
15-10-2019,126.95,127.1,128.9,123.7,57.55M,-0.70%
16-10-2019,125.85,127.3,128.3,124.5,31.52M,-0.87%
17-10-2019,139.5,127.1,144.35,125.1,67.93M,10.85%
18-10-2019,136.85,139,141.8,135.6,64.88M,-1.90%
22-10-2019,131.75,133.35,135.6,129.8,53.53M,-3.73%
23-10-2019,132.65,130.45,133.8,127.25,50.29M,0.68%
24-10-2019,133.5,133,135.15,130.5,41.95M,0.64%
25-10-2019,126.85,132,133,125.7,42.87M,-4.98%
27-10-2019,147.7,147.7,147.7,147.7,,16.44%
29-10-2019,172.45,151.9,175.5,151.2,184.44M,16.76%
30-10-2019,171.9,175,175.65,166.55,90.76M,-0.32%
31-10-2019,177.7,169.8,179.65,168.95,81.39M,3.37%
01-11-2019,180.3,186.55,187.75,179.4,25.90M,-2.93%
02-11-2019,152.65,150.15,153.25,145.85,26.16M,1.29%
03-11-2019,181.85,182,184.6,181.05,25.67M,0.36%
04-11-2019,218.2,216.6,219.2,213.3,41.86M,1.00%
06-11-2019,170.75,166.85,171.9,165.65,20.36M,2.74%
07-11-2019,156.8,153,157.7,150.35,24.10M,3.40%
09-11-2019,134.35,127,135,125.3,96.57M,10.21%
10-11-2019,121.3,118.05,122.2,117.25,41.03M,3.85%
11-11-2019,172,169.2,172.95,169.05,22.19M,1.75%
12-11-2019,161.8,160.4,163,157.4,21.15M,1.31%
13-11-2019,170.6,171.5,176,169.4,33.93M,-0.81%
14-11-2019,167.05,170.2,170.3,165.5,25.43M,-2.08%
15-11-2019,168.55,169,173.4,167.35,29.61M,0.90%
18-11-2019,170.1,172.1,172.1,169.25,19.05M,0.92%
19-11-2019,167.75,170.8,171.75,167.1,19.60M,-1.38%
20-11-2019,167.4,167.75,170.2,166.2,19.50M,-0.21%
21-11-2019,164.15,166.95,170.1,163,21.61M,-1.94%
22-11-2019,162.35,164.9,165.25,160.55,21.20M,-1.10%
25-11-2019,166.1,160.7,166.6,159.9,26.13M,2.31%
26-11-2019,163.4,166.65,167.3,162.55,25.52M,-1.63%
27-11-2019,165.9,165.3,169.3,165,29.53M,1.53%
28-11-2019,164.8,165.75,166.3,163.55,16.61M,-0.66%
29-11-2019,161.5,164.8,167.75,160.6,20.01M,-2.00%
02-12-2019,151.8,152.95,154.4,150.6,14.17M,-0.56%
03-12-2019,184.8,184.4,186,183.55,18.66M,1.62%
04-12-2019,215.95,218.95,219,215,21.79M,-1.03%
06-12-2019,169.05,170.9,172.2,168.1,12.82M,-1.00%
07-12-2019,159.3,155.9,162.85,154,27.31M,1.59%
09-12-2019,127.95,134.6,135.35,126.7,72.08M,-4.76%
12-12-2019,173.35,163.45,174.9,162.5,66.14M,7.14%
13-12-2019,176.7,177.25,183.95,175.5,93.02M,1.93%
16-12-2019,174.95,177,178.8,173.35,26.25M,-0.99%
17-12-2019,180.2,176,181.15,175.35,38.21M,3.00%
18-12-2019,174.8,182.1,184.5,170.45,63.86M,-3.00%
19-12-2019,179.15,174.65,180.2,174,53.47M,2.49%
20-12-2019,175.95,180.4,181.7,174.85,48.82M,-1.79%
23-12-2019,176.05,176.85,179,174.15,27.19M,0.06%
24-12-2019,175.5,177.65,178,174.65,20.56M,-0.31%
26-12-2019,174.6,175.9,176.45,174.1,18.79M,-0.51%
27-12-2019,176.15,176,176.95,174.85,12.10M,0.89%
30-12-2019,183.7,177.2,184.35,176.3,40.95M,4.29%
31-12-2019,185.15,184,187.9,181.55,52.87M,0.79%
01-01-2020,184.45,185.15,186.7,183.6,25.97M,-0.38%
02-01-2020,165.6,175,178.7,163.8,42.52M,-6.23%
04-01-2020,67.95,70.5,71.65,67.55,38.17M,-4.36%
06-01-2020,89.55,88.9,91.2,88,71.08M,2.93%
07-01-2020,100.75,99,101.45,98.2,50.87M,2.54%
09-01-2020,143.8,143.4,145.15,140.4,58.81M,0.42%
10-01-2020,133.5,135.9,136.5,132.55,40.49M,0.15%
12-01-2020,179.75,182.35,182.4,178.1,48.88M,-0.33%
13-01-2020,196.25,194.75,197.75,191.4,40.54M,-0.05%
14-01-2020,195.85,195.7,198.25,193.6,29.87M,-0.20%
15-01-2020,200.35,195,201.7,194,38.49M,2.30%
16-01-2020,197.55,199.5,200.6,196.9,28.12M,-1.40%
17-01-2020,197.3,197.25,199.45,195.7,18.20M,-0.13%
20-01-2020,195,198,201.45,194.3,28.98M,-1.17%
21-01-2020,191.4,195.5,196.4,190.2,20.86M,-1.85%
22-01-2020,185.6,191.95,192.5,184.25,32.95M,-3.03%
23-01-2020,188.4,186.75,190.4,183.8,33.03M,1.51%
24-01-2020,186.5,188,191,185,21.79M,-1.01%
27-01-2020,182.2,185.7,186.9,180.85,30.13M,-2.31%
28-01-2020,176.1,183.9,184.3,174.9,38.28M,-3.35%
29-01-2020,188.05,178.8,188.9,178.55,61.59M,6.79%
30-01-2020,186.2,190.95,192.55,184.25,70.90M,-0.98%
31-01-2020,176.6,186.3,188.35,175.95,75.62M,-5.16%
01-02-2020,193.75,185,194.7,184.6,57.29M,5.04%
03-02-2020,125.4,133,133.9,123.8,111.59M,-2.75%
06-02-2020,96.5,90,97.3,89.75,125.41M,7.76%
07-02-2020,101.55,100.75,102.95,100.4,48.09M,0.79%
09-02-2020,150.3,144.3,151.65,141.45,74.95M,4.52%
11-02-2020,132.85,133.65,134,131.1,40.39M,0.15%
12-02-2020,183.6,184,187.35,181.1,88.11M,2.14%
13-02-2020,169.5,171.35,172.35,168.1,25.05M,-0.85%
14-02-2020,169.1,172,176.2,168.3,56.68M,-0.24%
17-02-2020,169.1,170.4,171.35,166.35,32.89M,0.00%
18-02-2020,161.6,168,168,158.6,52.74M,-4.44%
19-02-2020,158.05,162.85,164.6,153.05,78.91M,-2.20%
20-02-2020,158.5,157.95,162.3,156,54.33M,0.28%
24-02-2020,150.65,154,155.9,149.6,39.71M,-4.95%
25-02-2020,149.9,152.2,153.4,147.45,52.72M,-0.50%
26-02-2020,144.55,146.9,147.9,143.7,47.61M,-3.57%
27-02-2020,145.25,144.15,146.75,141.1,51.33M,0.48%
28-02-2020,128.95,138.85,139.6,127.05,94.47M,-11.22%
01-03-2020,191.1,192.9,195.65,189.25,47.57M,-1.37%
02-03-2020,163.85,163.5,168.3,159.55,66.62M,-1.06%
03-03-2020,130.35,127.5,131.4,125.25,86.77M,3.95%
04-03-2020,65.3,66.9,66.9,64.8,35.35M,-3.90%
06-03-2020,98.75,100,101.45,97.4,90.60M,2.33%
07-03-2020,103.45,102.85,106.35,102.1,87.31M,1.87%
08-03-2020,113.05,103,114.4,102.9,194.77M,8.03%
09-03-2020,151.85,151.6,155.2,149.55,110.16M,1.03%
11-03-2020,134.1,135,137.4,133.55,52.07M,0.94%
12-03-2020,184.85,185,186,183.25,33.33M,0.68%
13-03-2020,89.75,81.9,94.15,78.05,106.15M,1.99%
16-03-2020,82.95,85.6,87.65,82.2,73.71M,-7.58%
17-03-2020,77.95,83.05,85,77.4,71.85M,-6.03%
18-03-2020,75.5,79.9,80.45,75.1,70.13M,-3.14%
19-03-2020,72.95,70,76.5,68.75,68.12M,-3.38%
20-03-2020,77.3,74,79.6,72.65,86.04M,5.96%
23-03-2020,66.2,70,72,66,34.18M,-14.36%
24-03-2020,68.55,69.9,71.5,63.5,49.55M,3.55%
25-03-2020,70.25,67.75,71.7,67.25,57.72M,2.48%
26-03-2020,70.8,71.45,73.5,68.3,63.82M,0.78%
27-03-2020,70.7,72.05,75.9,69.35,58.82M,-0.14%
30-03-2020,68.15,68.8,70,67.25,35.28M,-3.61%
